label,region,island,side,reef,protection_status,phylum,class,functional_group,species,quantity
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,2
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,86
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,3
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,2
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,76
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,84
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,44
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,42
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,NA,NA,Microalgae,Cianobacterias,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,NA,NA,Turf,Turf,7
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,29
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,NA,NA,Microalgae,Cianobacterias,4
ALG,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,NA,NA,Turf,Turf,15
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,1
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,1
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,2
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,19
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,13
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,21
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,14
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,4
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,32
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,4
ALG,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,7
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,1
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,2
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,12
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,14
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,6
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,2
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,NA,NA,Microalgae,Cianobacterias,1
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,24
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,11
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,1
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,NA,NA,Turf,Turf,4
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,5
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,8
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,4
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,1
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,NA,NA,Microalgae,Cianobacterias,1
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,NA,NA,Turf,Turf,7
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,4
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,38
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,3
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,2
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,5
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,21
ALG,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,8
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,43
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,3
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,34
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,4
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,42
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,NA,NA,Turf,Turf,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,46
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,44
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,3
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,36
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,7
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,22
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,27
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,2
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,4
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,32
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,5
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,30
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,NA,NA,Turf,Turf,7
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,3
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,22
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,20
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,3
ALG,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,NA,NA,Turf,Turf,12
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,9
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,19
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,5
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,1
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,1
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,NA,NA,Turf,Turf,20
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,1
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,26
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,1
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Rhodophyta,Florideophyceae,ACA,Amphiroa sp,1
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,2
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,NA,NA,Microalgae,Cianobacterias,1
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,10
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,4
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,7
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,3
ALG,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,NA,NA,Turf,Turf,14
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,26
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,6
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,NA,NA,Turf,Turf,2
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,9
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,29
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,7
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,28
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,2
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,NA,NA,Turf,Turf,6
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,4
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,38
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,NA,NA,Turf,Turf,5
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chlorophyta,Ulvophyceae,ACA,Halimeda sp,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,9
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,39
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,12
ALG,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,29
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,34
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,3
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,33
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,3
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,44
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,27
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,2
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,NA,NA,Turf,Turf,8
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,48
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,NA,NA,Microalgae,Cianobacterias,1
ALG,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,44
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,5
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,15
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,3
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,6
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,26
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,1
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,7
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,21
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,NA,NA,Turf,Turf,9
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,9
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,10
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,2
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,2
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,NA,NA,Turf,Turf,9
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,5
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,1
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,3
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,NA,NA,Turf,Turf,24
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,1
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,44
ALG,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,2
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chlorophyta,Ulvophyceae,ACA,Halimeda sp,4
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,8
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,7
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,16
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,1
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,6
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,19
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chlorophyta,Ulvophyceae,ACA,Halimeda sp,7
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,4
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,4
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,11
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chlorophyta,Ulvophyceae,ACA,Halimeda sp,1
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,5
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Padina,1
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,8
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,NA,NA,Erect algae,Macroalga,20
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,NA,NA,Turf,Turf,7
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chlorophyta,Ulvophyceae,ACA,Halimeda sp,1
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,2
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,NA,NA,Erect algae,Macroalga,13
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,NA,NA,Turf,Turf,17
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,2
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,9
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,4
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,19
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chlorophyta,Ulvophyceae,ACA,Halimeda sp,9
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,1
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,3
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,1
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chlorophyta,Ulvophyceae,ACA,Halimeda sp,5
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,5
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,23
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,4
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticate,Sargassum sp,2
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,8
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chlorophyta,Ulvophyceae,ACA,Halimeda sp,4
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,2
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Padina,1
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,5
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,8
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,NA,NA,Erect algae,Macroalga,28
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,NA,NA,Turf,Turf,3
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,13
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,3
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Rhodophyta,Florideophyceae,CCA,Calcarea costrosa,5
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,NA,NA,CCA,Macroalga incrustante,1
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,NA,NA,Erect algae,Macroalga,26
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,NA,NA,Turf,Turf,3
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chlorophyta,Ulvophyceae,ACA,Halimeda sp,4
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chlorophyta,Ulvophyceae,Foliose,Anadyomene sp,7
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Dictyota sp,21
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticated foliose,Lobophora variegata,8
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Foliose,Stypopodium zonale,5
ALG,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Ochrophyta,Phaeophyceae,Corticate,Sargassum sp,7
